NUMLS;SOB;TARTO;SUMTO;SUMTO_check;PROBLEM_FLAG
40069663;52.8;44.79;2364.91;2364.91;0
40069930;32.4;34.54;1119.1;1119.1;0
40070055;60.0;44.79;2687.4;2687.4;0
40010540;60.1;44.79;2691.88;2691.88;0
40010555;59.1;44.79;2647.09;2647.09;0
40068289;62.0;44.79;2776.98;2776.98;0
40068743;44.6;34.54;1540.48;1540.48;0
40068733;44.5;34.54;1537.03;1537.03;0
40010559;59.5;44.79;2665.01;2665.01;0
40020600;56.3;34.54;1944.6;1944.6;0
40070463;57.8;34.54;1996.41;1996.41;0
40068368;31.2;34.54;1077.65;1077.65;0
40068940;26.2;33.67;882.15;882.15;0
40070555;53.3;33.67;1794.61;1794.61;0
40068992;45.6;34.54;1575.02;1575.02;0
40068569;30.3;34.54;1046.56;1046.56;0
40068358;40.5;34.54;1398.87;1398.87;0
40069011;41.1;34.54;1419.59;1419.59;0
40069019;40.7;34.54;1405.78;1405.78;0
40070511;46.1;34.54;1592.29;1592.29;0
40068352;31.0;34.54;1070.74;1070.74;0
40068984;44.2;34.54;1526.67;1526.67;0
40013318;39.0;34.54;1347.06;1347.06;0
40036784;46.0;44.79;2060.34;2060.34;0
40013302;38.8;34.54;1340.15;1340.15;0
40013304;68.3;34.54;2359.08;2359.08;0
40069953;57.5;34.54;1986.05;1986.05;0
40067822;36.8;30.86;1135.65;1135.65;0
40069027;41.2;34.54;1423.05;1423.05;0
40069141;50.3;34.54;1737.36;1737.36;0
40068663;35.6;29.99;1067.64;1067.64;0
40010663;44.4;44.79;1988.68;1988.68;0
40068976;30.2;34.54;1043.11;1043.11;0
40068954;40.4;34.54;1395.42;1395.42;0
40068617;35.0;29.99;1049.65;1049.65;0
40013320;68.8;34.54;2376.35;2376.35;0
40069539;68.2;44.79;3054.68;3054.68;0
40069785;57.8;34.54;1996.41;1996.41;0
40036898;46.5;44.79;2082.74;2082.74;0
40069195;48.4;34.54;1671.74;1671.74;0
40036843;50.7;44.79;2270.85;2270.85;0
40069941;49.4;34.54;1706.28;1706.28;0
40069100;32.4;34.54;1119.1;1119.1;0
40010577;46.9;44.79;2100.65;2100.65;0
40010612;32.4;44.79;1451.2;1451.2;0
40069773;68.2;44.79;3054.68;3054.68;0
40069128;33.1;34.54;1143.27;1143.27;0
40069060;58.1;34.54;2006.77;2006.77;0
40069107;48.4;34.54;1671.74;1671.74;0
40068284;48.2;44.79;2158.88;2158.88;0
40068595;30.7;34.54;1060.38;1060.38;0
40069218;58.0;34.54;2003.32;2003.32;0
40036890;33.0;34.54;1139.82;1139.82;0
40010551;59.5;44.79;2665.01;2665.01;0
40013301;68.3;34.54;2359.08;2359.08;0
40010668;59.5;44.79;2665.01;2665.01;0
40068136;52.0;30.86;1604.72;1604.72;0
40068941;55.7;33.67;1875.42;1875.42;0
40068950;40.9;34.54;1412.69;1412.69;0
40069087;32.7;34.54;1129.46;1129.46;0
40069089;48.5;34.54;1675.19;1675.19;0
40069209;32.8;34.54;1132.91;1132.91;0
40020634;53.5;34.54;1847.89;1847.89;0
40069431;48.7;44.79;2181.27;2181.27;0
40020498;50.6;34.54;1747.72;1747.72;0
40020527;25.6;34.54;884.22;884.22;0
40020580;72.1;34.54;2490.33;2490.33;0
40070468;31.0;34.54;1070.74;1070.74;0
40010624;32.5;44.79;1455.68;1455.68;0
40068187;42.1;34.54;1454.13;1454.13;0
40020609;51.5;34.54;1778.81;1778.81;0
40020552;60.1;34.54;2075.85;2075.85;0
40069769;69.1;44.79;3094.99;3094.99;0
40069382;48.6;44.79;2176.79;2176.79;0
40069391;48.1;44.79;2154.4;2154.4;0
40069223;57.7;34.54;1992.96;1992.96;0
40020530;73.6;34.54;2542.14;2542.14;0
40069937;32.8;34.54;1132.91;1132.91;0
40069861;60.6;34.54;2093.12;2093.12;0
40010592;32.2;44.79;1442.24;1442.24;0
40023375;48.7;34.54;1682.1;1682.1;0
40023376;29.7;34.54;1025.84;1025.84;0
40069212;32.2;34.54;1112.19;1112.19;0
40069423;48.7;44.79;2181.27;2181.27;0
40010482;68.3;44.79;3059.16;3059.16;0
40069042;32.6;34.54;1126.0;1126.0;0
40020553;58.5;34.54;2020.59;2020.59;0
40069867;48.5;34.54;1675.19;1675.19;0
40069901;32.5;34.54;1122.55;1122.55;0
40069977;45.2;44.79;2024.51;2024.51;0
40069979;59.7;44.79;2673.96;2673.96;0
40070472;45.0;34.54;1554.3;1554.3;0
40036900;44.1;44.79;1975.24;1975.24;0
40036841;67.7;44.79;3032.28;3032.28;0
40069400;62.4;44.79;2794.9;2794.9;0
40070579;61.7;44.79;2763.54;2763.54;0
40010657;32.7;44.79;1464.63;1464.63;0
40068196;43.0;34.54;1485.22;1485.22;0
40068559;40.0;34.54;1381.6;1381.6;0
40069419;52.6;44.79;2355.95;2355.95;0
40068191;43.1;34.54;1488.67;1488.67;0
40010676;59.2;44.79;2651.57;2651.57;0
40068580;40.2;34.54;1388.51;1388.51;0
40069834;49.2;34.54;1699.37;1699.37;0
40069075;58.0;34.54;2003.32;2003.32;0
40020612;48.9;34.54;1689.01;1689.01;0
40013333;69.0;34.54;2383.26;2383.26;0
40069908;48.4;34.54;1671.74;1671.74;0
40069743;69.5;44.79;3112.91;3112.91;0
40069467;47.1;44.79;2109.61;2109.61;0
40069832;57.0;34.54;1968.78;1968.78;0
40070538;32.9;34.54;1136.37;1136.37;0
40020605;56.6;34.54;1954.96;1954.96;0
40068988;47.4;34.54;1637.2;1637.2;0
40070550;53.8;33.67;1811.45;1811.45;0
40069959;49.2;34.54;1699.37;1699.37;0
40020528;25.5;34.54;880.77;880.77;0
40068719;44.9;34.54;1550.85;1550.85;0
40010591;57.3;44.79;2566.47;2566.47;0
40038401;40.7;34.54;1405.78;1405.78;0
40069230;57.7;34.54;1992.96;1992.96;0
40069641;69.2;44.79;3099.47;3099.47;0
40069932;49.0;34.54;1692.46;1692.46;0
40070050;45.4;44.79;2033.47;2033.47;0
40013328;68.0;34.54;2348.72;2348.72;0
40036787;47.4;44.79;2123.05;2123.05;0
40068314;59.2;44.79;2651.57;2651.57;0
40068124;85.4;30.86;2635.44;2635.44;0
40068359;31.1;34.54;1074.19;1074.19;0
40010480;59.6;44.79;2669.48;2669.48;0
40069222;32.5;34.54;1122.55;1122.55;0
40013323;53.4;34.54;1844.44;1844.44;0
40010636;32.5;44.79;1455.68;1455.68;0
40020603;73.2;34.54;2528.33;2528.33;0
40038389;30.2;34.54;1043.11;1043.11;0
40068762;59.0;34.54;2037.86;2037.86;0
40068980;61.8;34.54;2134.57;2134.57;0
40069918;58.2;34.54;2010.23;2010.23;0
40036788;61.8;44.79;2768.02;2768.02;0
40036824;30.3;34.54;1046.56;1046.56;0
40013339;54.2;34.54;1872.07;1872.07;0
40020583;56.8;34.54;1961.87;1961.87;0
40020534;85.6;34.54;2956.62;2956.62;0
40067813;20.83;30.86;642.81;642.81;0
40069689;52.0;44.79;2329.08;2329.08;0
40020623;76.1;34.54;1651.01;2628.49;1
40069701;52.2;44.79;2338.04;2338.04;0
40068374;30.9;34.54;1067.29;1067.29;0
40070586;62.5;44.79;2799.38;2799.38;0
40070509;44.7;34.54;1543.94;1543.94;0
40069681;52.5;44.79;2351.48;2351.48;0
40069587;22.0;44.79;985.38;985.38;0
40069603;52.9;44.79;2369.39;2369.39;0
40069872;57.6;34.54;1989.5;1989.5;0
40068643;35.5;29.99;1064.65;1064.65;0
40068745;44.6;34.54;1540.48;1540.48;0
40070059;60.1;44.79;2691.88;2691.88;0
40068594;40.3;34.54;1391.96;1391.96;0
40069826;57.5;34.54;1986.05;1986.05;0
40069592;36.5;44.79;1634.84;1634.84;0
40020541;58.8;34.54;2030.95;2030.95;0
40020577;63.4;34.54;2189.84;2189.84;0
40069199;57.1;34.54;1972.23;1972.23;0
40069992;58.3;44.79;2611.26;2611.26;0
40036921;21.1;30.86;651.15;651.15;0
40010514;59.3;44.79;2656.05;2656.05;0
40010674;68.4;44.79;3063.64;3063.64;0
40069435;60.5;44.79;2709.8;2709.8;0
40069684;51.7;44.79;2315.64;2315.64;0
40070048;60.3;44.79;2700.84;2700.84;0
40020611;88.9;34.54;3070.61;3070.61;0
40069005;43.8;34.54;1512.85;1512.85;0
40069889;57.4;34.54;1982.6;1982.6;0
40068722;61.8;34.54;2134.57;2134.57;0
40069191;57.5;34.54;1986.05;1986.05;0
40020607;50.3;34.54;1737.36;1737.36;0
40023366;39.7;34.54;1371.24;1371.24;0
40068183;30.9;34.54;1067.29;1067.29;0
40070041;59.0;44.79;2642.61;2642.61;0
40010614;59.8;44.79;2678.44;2678.44;0
40068636;36.3;29.99;1088.64;1088.64;0
40068706;45.1;34.54;1557.75;1557.75;0
40069968;32.9;34.54;1136.37;1136.37;0
40010488;46.8;44.79;2096.17;2096.17;0
40068641;36.2;29.99;1085.64;1085.64;0
40068627;35.3;29.99;1058.65;1058.65;0
40010483;46.8;44.79;2096.17;2096.17;0
40023374;39.2;34.54;1353.97;1353.97;0
40068325;47.7;44.79;2136.48;2136.48;0
40069418;49.3;44.79;2208.15;2208.15;0
40068334;40.6;34.54;1402.32;1402.32;0
40068965;30.0;34.54;1036.2;1036.2;0
40069734;69.6;44.79;3117.38;3117.38;0
40010673;32.0;44.79;1433.28;1433.28;0
40069664;68.8;44.79;3081.55;3081.55;0
40069192;48.7;34.54;1682.1;1682.1;0
40069484;60.3;44.79;2700.84;2700.84;0
40069614;69.9;44.79;3130.82;3130.82;0
40068956;29.9;34.54;1032.75;1032.75;0
40067826;76.6;30.86;2363.88;2363.88;0
40068605;30.7;34.54;1060.38;1060.38;0
40069058;49.2;34.54;1699.37;1699.37;0
40069236;58.1;34.54;2006.77;2006.77;0
40069926;58.0;34.54;2003.32;2003.32;0
40069046;48.1;34.54;1661.37;1661.37;0
40068311;46.5;44.79;2082.74;2082.74;0
40010548;77.6;44.79;3475.7;3475.7;0
40068963;61.5;34.54;2124.21;2124.21;0
40068563;30.2;34.54;1043.11;1043.11;0
40069916;32.5;34.54;1122.55;1122.55;0
40070501;75.9;33.67;2555.55;2555.55;0
40036791;48.1;44.79;2154.4;2154.4;0
40069881;57.3;34.54;1979.14;1979.14;0
40069432;60.6;44.79;2714.27;2714.27;0
40069593;48.1;44.79;2154.4;2154.4;0
40069607;69.8;44.79;3126.34;3126.34;0
40010600;32.2;44.79;1442.24;1442.24;0
40069171;48.5;34.54;1675.19;1675.19;0
40070554;41.1;33.67;1383.84;1383.84;0
40068270;34.8;44.79;1558.69;1558.69;0
40070040;46.7;44.79;2091.69;2091.69;0
40010547;58.8;44.79;2633.65;2633.65;0
40068579;30.4;34.54;1050.02;1050.02;0
40068746;44.5;34.54;1537.03;1537.03;0
40068962;29.1;34.54;1005.11;1005.11;0
40069858;57.5;34.54;1986.05;1986.05;0
40069048;31.9;34.54;1101.83;1101.83;0
40010609;44.9;44.79;2011.07;2011.07;0
40068717;60.4;34.54;2086.22;2086.22;0
40020515;41.6;34.54;1436.86;1436.86;0
40070070;68.8;44.79;3081.55;3081.55;0
40068780;30.6;34.54;1056.92;1056.92;0
40069782;57.6;34.54;1989.5;1989.5;0
40010603;59.0;44.79;2642.61;2642.61;0
40023389;39.5;34.54;1364.33;1364.33;0
40069450;60.0;44.79;2687.4;2687.4;0
40036840;51.1;44.79;2288.77;2288.77;0
40036866;69.1;44.79;3094.99;3094.99;0
40070015;47.2;44.79;2114.09;2114.09;0
40068953;58.1;34.54;2006.77;2006.77;0
40020514;41.7;34.54;1440.32;1440.32;0
40069781;31.9;34.54;1101.83;1101.83;0
40068692;57.8;34.54;1996.41;1996.41;0
40068739;43.8;34.54;1512.85;1512.85;0
40068342;31.0;34.54;1070.74;1070.74;0
40069716;67.9;44.79;3041.24;3041.24;0
40069952;32.7;34.54;1129.46;1129.46;0
40070460;46.8;34.54;1616.47;1616.47;0
40068664;22.3;29.99;668.78;668.78;0
40036789;60.3;44.79;2700.84;2700.84;0
40068298;62.1;44.79;2781.46;2781.46;0
40070065;60.0;44.79;2687.4;2687.4;0
40069702;68.7;44.79;3077.07;3077.07;0
40069140;33.0;34.54;1139.82;1139.82;0
40069456;59.1;44.79;2647.09;2647.09;0
40069072;32.7;34.54;1129.46;1129.46;0
40070588;48.7;44.79;2181.27;2181.27;0
40036821;40.3;34.54;1391.96;1391.96;0
40068760;39.4;34.54;1360.88;1360.88;0
40068815;30.7;34.54;1060.38;1060.38;0
40068979;31.1;34.54;1074.19;1074.19;0
40069409;47.2;44.79;2114.09;2114.09;0
40069473;74.6;44.79;3341.33;3341.33;0
40069637;52.5;44.79;2351.48;2351.48;0
40069879;32.7;34.54;1129.46;1129.46;0
40070589;48.3;44.79;2163.36;2163.36;0
40068938;42.6;33.67;1434.34;1434.34;0
40070535;32.3;34.54;1115.64;1115.64;0
40023399;39.8;34.54;1374.69;1374.69;0
40010631;60.0;44.79;2687.4;2687.4;0
40069810;57.4;34.54;1982.6;1982.6;0
40010575;59.4;44.79;2660.53;2660.53;0
40010611;58.7;44.79;2629.17;2629.17;0
40070503;58.5;34.54;2020.59;2020.59;0
40068949;30.3;34.54;1046.56;1046.56;0
40068968;30.2;34.54;1043.11;1043.11;0
40069010;59.1;34.54;2041.31;2041.31;0
40023392;38.0;34.54;1312.52;1312.52;0
40069874;56.6;34.54;1954.96;1954.96;0
40010527;59.3;44.79;2656.05;2656.05;0
40013308;68.3;34.54;2359.08;2359.08;0
40013346;39.5;34.54;1364.33;1364.33;0
40069644;52.5;44.79;2351.48;2351.48;0
40010529;46.7;44.79;2091.69;2091.69;0
40068657;36.3;29.99;1088.64;1088.64;0
40036896;45.1;44.79;2020.03;2020.03;0
40067814;26.78;30.86;826.43;826.43;0
40069038;56.6;34.54;1954.96;1954.96;0
40070024;45.7;44.79;2046.9;2046.9;0
40069564;51.1;44.79;2288.77;2288.77;0
40069569;67.0;44.79;3000.93;3000.93;0
40069121;57.1;34.54;1972.23;1972.23;0
40068763;41.1;34.54;1419.59;1419.59;0
40069471;47.8;44.79;2140.96;2140.96;0
40069827;32.9;34.54;1136.37;1136.37;0
40068811;30.5;34.54;1053.47;1053.47;0
40069472;59.9;44.79;2682.92;2682.92;0
40023393;38.8;34.54;1340.15;1340.15;0
40068704;29.8;34.54;1029.29;1029.29;0
40069764;69.9;44.79;3130.82;3130.82;0
40068297;52.0;44.79;2329.08;2329.08;0
40068203;42.9;34.54;1481.77;1481.77;0
40069144;57.4;34.54;1982.6;1982.6;0
40069699;68.6;44.79;3072.59;3072.59;0
40068340;40.7;34.54;1405.78;1405.78;0
40069568;51.3;44.79;2297.73;2297.73;0
40068736;44.7;34.54;1543.94;1543.94;0
40069766;69.9;44.79;3130.82;3130.82;0
40036847;68.7;44.79;3077.07;3077.07;0
40036770;44.8;34.54;1547.39;1547.39;0
40069768;52.6;44.79;2355.95;2355.95;0
40068653;36.2;29.99;1085.64;1085.64;0
40069798;49.5;34.54;1709.73;1709.73;0
40069139;57.1;34.54;1972.23;1972.23;0
40068635;36.1;29.99;1082.64;1082.64;0
40069120;32.5;34.54;1122.55;1122.55;0
40069811;49.0;34.54;1692.46;1692.46;0
40013298;38.5;34.54;1329.79;1329.79;0
40070471;44.6;34.54;1540.48;1540.48;0
40010607;58.2;44.79;2606.78;2606.78;0
40068632;36.4;29.99;1091.64;1091.64;0
40069940;32.7;34.54;1129.46;1129.46;0
40023371;48.7;34.54;1682.1;1682.1;0
40010539;58.4;44.79;2615.74;2615.74;0
40020619;89.7;34.54;3098.24;3098.24;0
40010634;59.6;44.79;2669.48;2669.48;0
40010478;68.1;44.79;3050.2;3050.2;0
40069884;57.2;34.54;1975.69;1975.69;0
40069597;67.0;44.79;3000.93;3000.93;0
40010622;59.8;44.79;2678.44;2678.44;0
40068805;45.3;34.54;1564.66;1564.66;0
40070442;37.5;44.79;1679.63;1679.63;0
40068937;45.8;33.67;1542.09;1542.09;0
40068695;58.4;34.54;2017.14;2017.14;0
40010683;43.9;44.79;1966.28;1966.28;0
40010576;32.2;44.79;1442.24;1442.24;0
40069502;47.8;44.79;2140.96;2140.96;0
40069722;68.7;44.79;3077.07;3077.07;0
40068707;30.2;34.54;1043.11;1043.11;0
40068550;40.3;34.54;1391.96;1391.96;0
40069775;37.6;44.79;1684.1;1684.1;0
40036820;39.7;34.54;1371.24;1371.24;0
40069190;32.8;34.54;1132.91;1132.91;0
40010519;32.0;44.79;1433.28;1433.28;0
40010613;47.7;44.79;2136.48;2136.48;0
40069550;36.0;44.79;1612.44;1612.44;0
40013297;68.3;34.54;2359.08;2359.08;0
40013350;39.5;34.54;1364.33;1364.33;0
40069633;38.0;44.79;1702.02;1702.02;0
40010690;68.0;44.79;3045.72;3045.72;0
40069101;57.6;34.54;1989.5;1989.5;0
40069583;67.0;44.79;3000.93;3000.93;0
40070477;59.1;34.54;2041.31;2041.31;0
40068987;44.2;34.54;1526.67;1526.67;0
40070525;48.8;34.54;1685.55;1685.55;0
40069647;37.9;44.79;1697.54;1697.54;0
40070455;44.5;34.54;1537.03;1537.03;0
40069976;45.1;44.79;2020.03;2020.03;0
40068612;50.2;34.54;1733.91;1733.91;0
40069442;59.7;44.79;2673.96;2673.96;0
40069869;56.7;34.54;1958.42;1958.42;0
40020569;54.9;34.54;1896.25;1896.25;0
40068755;58.8;34.54;2030.95;2030.95;0
40069142;32.8;34.54;1132.91;1132.91;0
40068830;31.5;34.54;1088.01;1088.01;0
40013278;38.6;34.54;1333.24;1333.24;0
40070552;74.5;33.67;2508.42;2508.42;0
40069631;53.8;44.79;2409.7;2409.7;0
40036825;30.7;34.54;1060.38;1060.38;0
40069718;68.7;44.79;3077.07;3077.07;0
40069503;35.9;44.79;1607.96;1607.96;0
40023395;39.8;34.54;1374.69;1374.69;0
40036793;31.5;34.54;1088.01;1088.01;0
40069729;37.5;44.79;1679.63;1679.63;0
40010642;47.0;44.79;2105.13;2105.13;0
40068603;40.2;34.54;1388.51;1388.51;0
40068714;62.2;34.54;2148.39;2148.39;0
40068732;44.3;34.54;1530.12;1530.12;0
40068804;45.0;34.54;1554.3;1554.3;0
40069748;69.1;44.79;3094.99;3094.99;0
40010542;47.2;44.79;2114.09;2114.09;0
40070009;57.9;44.79;2593.34;2593.34;0
40069197;48.0;34.54;1657.92;1657.92;0
40069496;75.1;44.79;3363.73;3363.73;0
40010516;47.5;44.79;2127.53;2127.53;0
40068786;31.2;34.54;1077.65;1077.65;0
40069612;39.0;44.79;1746.81;1746.81;0
40069211;57.6;34.54;1989.5;1989.5;0
40068212;41.6;34.54;1436.86;1436.86;0
40069865;32.3;34.54;1115.64;1115.64;0
40068381;40.6;34.54;1402.32;1402.32;0
40069671;68.8;44.79;3081.55;3081.55;0
40069897;49.7;34.54;1716.64;1716.64;0
40068782;48.45;34.54;1673.46;1673.46;0
40068264;46.5;44.79;2082.74;2082.74;0
40068802;43.5;34.54;1502.49;1502.49;0
40068689;40.3;34.54;1391.96;1391.96;0
40069987;44.8;44.79;2006.59;2006.59;0
40069544;67.7;44.79;3032.28;3032.28;0
40070440;51.1;44.79;2288.77;2288.77;0
40068994;44.5;34.54;1537.03;1537.03;0
40068659;22.0;29.99;659.78;659.78;0
40068660;14.2;29.99;425.86;425.86;0
40010587;59.0;44.79;2642.61;2642.61;0
40068831;31.1;34.54;1074.19;1074.19;0
40010573;47.1;44.79;2109.61;2109.61;0
40010666;68.2;44.79;3054.68;3054.68;0
40069825;48.6;34.54;1678.64;1678.64;0
40020544;59.0;34.54;2037.86;2037.86;0
40069078;57.9;34.54;1999.87;1999.87;0
40036773;43.9;34.54;1516.31;1516.31;0
40036875;57.6;34.54;1989.5;1989.5;0
40069605;37.5;44.79;1679.63;1679.63;0
40069904;32.9;34.54;1136.37;1136.37;0
40069629;37.6;44.79;1684.1;1684.1;0
40070536;32.0;34.54;1105.28;1105.28;0
40068827;30.9;34.54;1067.29;1067.29;0
40010499;68.2;44.79;3054.68;3054.68;0
40010610;59.5;44.79;2665.01;2665.01;0
40068597;30.8;34.54;1063.83;1063.83;0
40070590;30.3;44.79;1357.14;1357.14;0
40069007;46.9;34.54;1619.93;1619.93;0
40010546;47.1;44.79;2109.61;2109.61;0
40069390;61.9;44.79;2772.5;2772.5;0
40070515;44.1;34.54;1523.21;1523.21;0
40069091;58.5;34.54;2020.59;2020.59;0
40020582;62.7;34.54;2165.66;2165.66;0
40010534;59.3;44.79;2656.05;2656.05;0
40069482;34.9;44.79;1563.17;1563.17;0
40069123;33.0;34.54;1139.82;1139.82;0
40069122;47.9;34.54;1654.47;1654.47;0
40069433;59.3;44.79;2656.05;2656.05;0
40010602;60.1;44.79;2691.88;2691.88;0
40068192;42.2;34.54;1457.59;1457.59;0
40069674;69.3;44.79;3103.95;3103.95;0
40020543;58.2;34.54;2010.23;2010.23;0
40068122;62.5;30.86;1928.75;1928.75;0
40036920;57.8;34.54;1996.41;1996.41;0
40068581;31.1;34.54;1074.19;1074.19;0
40068376;31.1;34.54;1074.19;1074.19;0
40069808;49.1;34.54;1695.91;1695.91;0
40069383;30.5;44.79;1366.1;1366.1;0
40069944;49.3;34.54;1702.82;1702.82;0
40068216;41.7;34.54;1440.32;1440.32;0
40068266;47.1;44.79;2109.61;2109.61;0
40069677;52.5;44.79;2351.48;2351.48;0
40020546;71.4;34.54;2466.16;2466.16;0
40010578;59.9;44.79;2682.92;2682.92;0
40020581;63.4;34.54;2189.84;2189.84;0
40068800;45.5;34.54;1571.57;1571.57;0
40068821;30.7;34.54;1060.38;1060.38;0
40023396;37.9;34.54;1309.07;1309.07;0
40069421;61.8;44.79;2768.02;2768.02;0
40069756;69.4;44.79;3108.43;3108.43;0
40068730;44.7;34.54;1543.94;1543.94;0
40069166;57.7;34.54;1992.96;1992.96;0
40069708;51.3;44.79;2297.73;2297.73;0
40069860;48.0;34.54;1657.92;1657.92;0
40036904;59.9;44.79;2682.92;2682.92;0
40068779;3.85;34.54;132.98;132.98;0
40069745;37.4;44.79;1675.15;1675.15;0
40069688;37.1;44.79;1661.71;1661.71;0
40020631;75.7;34.54;2614.68;2614.68;0
40069589;50.7;44.79;2270.85;2270.85;0
40068184;42.2;34.54;1457.59;1457.59;0
40068750;47.8;34.54;1651.01;1651.01;0
40036884;49.4;34.54;1706.28;1706.28;0
40036845;45.0;44.79;2015.55;2015.55;0
40068738;46.0;34.54;1588.84;1588.84;0
40069882;32.3;34.54;1115.64;1115.64;0
40013331;53.6;34.54;1851.34;1851.34;0
40069815;32.5;34.54;1122.55;1122.55;0
40069457;61.7;44.79;2763.54;2763.54;0
40020524;87.7;34.54;3029.16;3029.16;0
40023372;29.7;34.54;1025.84;1025.84;0
40069438;48.3;44.79;2163.36;2163.36;0
40068139;62.7;30.86;1934.92;1934.92;0
40068142;62.4;30.86;1925.66;1925.66;0
40068133;79.8;30.86;2462.63;2462.63;0
40069958;32.9;34.54;1136.37;1136.37;0
40070068;44.8;44.79;2006.59;2006.59;0
40013291;53.2;34.54;1837.53;1837.53;0
40069672;37.1;44.79;1661.71;1661.71;0
40069851;56.8;34.54;1961.87;1961.87;0
40010680;59.7;44.79;2673.96;2673.96;0
40069088;58.6;34.54;2024.04;2024.04;0
40069788;57.1;34.54;1972.23;1972.23;0
40070087;50.4;44.79;2257.42;2257.42;0
40069448;48.8;44.79;2185.75;2185.75;0
40036903;46.5;44.79;2082.74;2082.74;0
40068996;41.2;34.54;1423.05;1423.05;0
40069931;58.0;34.54;2003.32;2003.32;0
40070504;30.1;34.54;1039.65;1039.65;0
40068138;28.9;30.86;891.85;891.85;0
40010550;59.2;44.79;2651.57;2651.57;0
40069466;48.5;44.79;2172.32;2172.32;0
40068697;49.4;34.54;1706.28;1706.28;0
40069541;51.1;44.79;2288.77;2288.77;0
40070010;59.4;44.79;2660.53;2660.53;0
40068761;40.7;34.54;1405.78;1405.78;0
40069812;32.6;34.54;1126.0;1126.0;0
40010506;45.1;44.79;2020.03;2020.03;0
40068565;31.0;34.54;1070.74;1070.74;0
40069948;30.45;34.54;1986.05;1051.74;1
40069480;61.6;44.79;2759.06;2759.06;0
40069740;69.1;44.79;3094.99;3094.99;0
40069919;33.5;34.54;1157.09;1157.09;0
40010531;59.4;44.79;2660.53;2660.53;0
40069540;36.0;44.79;1612.44;1612.44;0
40070461;44.3;34.54;1530.12;1530.12;0
40070007;59.5;44.79;2665.01;2665.01;0
40068977;44.5;34.54;1537.03;1537.03;0
40069695;68.8;44.79;3081.55;3081.55;0
40068215;44.2;34.54;1526.67;1526.67;0
40013332;67.2;34.54;2321.09;2321.09;0
40068548;39.9;34.54;1378.15;1378.15;0
40069226;57.1;34.54;1972.23;1972.23;0
40069145;32.1;34.54;1108.73;1108.73;0
40068583;30.7;34.54;1060.38;1060.38;0
40069747;69.5;44.79;3112.91;3112.91;0
40069041;48.1;34.54;1661.37;1661.37;0
40069135;48.3;34.54;1668.28;1668.28;0
40069749;52.7;44.79;2360.43;2360.43;0
40068571;30.1;34.54;1039.65;1039.65;0
40069691;68.9;44.79;3086.03;3086.03;0
40069989;57.8;44.79;2588.86;2588.86;0
40068188;44.0;34.54;1519.76;1519.76;0
40069061;49.2;34.54;1699.37;1699.37;0
40069558;36.0;44.79;1612.44;1612.44;0
40070523;58.4;34.54;2017.14;2017.14;0
40068633;35.9;29.99;1076.64;1076.64;0
40069581;50.7;44.79;2270.85;2270.85;0
40068798;41.9;34.54;1447.23;1447.23;0
40068778;31.4;34.54;1084.56;1084.56;0
40013316;52.9;34.54;1827.17;1827.17;0
40020532;26.1;34.54;901.49;901.49;0
40069590;67.0;44.79;3000.93;3000.93;0
40010686;68.1;44.79;3050.2;3050.2;0
40069063;48.7;34.54;1682.1;1682.1;0
40069598;68.7;44.79;3077.07;3077.07;0
40068990;44.2;34.54;1526.67;1526.67;0
40068757;39.1;34.54;1350.51;1350.51;0
40069086;48.7;34.54;1682.1;1682.1;0
40069159;50.6;34.54;1747.72;1747.72;0
40069679;68.8;44.79;3081.55;3081.55;0
40069454;49.1;44.79;2199.19;2199.19;0
40068399;40.5;34.54;1398.87;1398.87;0
40020602;56.7;34.54;1958.42;1958.42;0
40068818;31.0;34.54;1070.74;1070.74;0
40070512;44.2;34.54;1526.67;1526.67;0
40069962;33.1;34.54;1143.27;1143.27;0
40069490;34.7;44.79;1554.21;1554.21;0
40010689;32.5;44.79;1455.68;1455.68;0
40069031;32.7;34.54;1129.46;1129.46;0
40069414;48.1;44.79;2154.4;2154.4;0
40068345;40.4;34.54;1395.42;1395.42;0
40068737;43.8;34.54;1512.85;1512.85;0
40068211;44.3;34.54;1530.12;1530.12;0
40020510;41.3;34.54;1426.5;1426.5;0
40068208;42.1;34.54;1454.13;1454.13;0
40069613;52.9;44.79;2369.39;2369.39;0
40069717;52.2;44.79;2338.04;2338.04;0
40036868;67.4;44.79;3018.85;3018.85;0
40070521;49.7;34.54;1716.64;1716.64;0
40023383;48.8;34.54;1685.55;1685.55;0
40068630;34.9;29.99;1046.65;1046.65;0
40069971;33.2;34.54;1146.73;1146.73;0
40068189;41.7;34.54;1440.32;1440.32;0
40069129;57.4;34.54;1982.6;1982.6;0
40069828;50.1;34.54;1730.45;1730.45;0
40068698;29.8;34.54;1029.29;1029.29;0
40036795;50.5;34.54;1744.27;1744.27;0
40068592;30.7;34.54;1060.38;1060.38;0
40020548;59.9;34.54;2068.95;2068.95;0
40069622;52.9;44.79;2369.39;2369.39;0
40069174;47.0;34.54;1623.38;1623.38;0
40069853;56.6;34.54;1954.96;1954.96;0
40036874;52.7;44.79;2360.43;2360.43;0
40069025;41.1;34.54;1419.59;1419.59;0
40068295;47.3;44.79;2118.57;2118.57;0
40036877;48.5;34.54;1675.19;1675.19;0
40069817;49.1;34.54;1695.91;1695.91;0
