NUMLS;SOB;TARTO;SUMTO;SUMTO_check;PROBLEM_FLAG
40070500;33.5;33.67;1127.95;1127.95;0
40020504;79.5;34.54;2745.93;2745.93;0
40013307;53.8;34.54;1858.25;1858.25;0
40023384;29.4;34.54;1015.48;1015.48;0
40068125;63.2;30.86;1950.35;1950.35;0
40068562;40.1;34.54;1385.05;1385.05;0
40020593;55.4;34.54;1913.52;1913.52;0
40069234;33.1;34.54;1143.27;1143.27;0
40069238;48.6;34.54;1678.64;1678.64;0
40013330;38.2;34.54;1319.43;1319.43;0
40013337;69.0;34.54;2383.26;2383.26;0
40010477;44.4;44.79;1988.68;1988.68;0
40013289;68.3;34.54;2359.08;2359.08;0
40068784;29.4;34.54;1015.48;1015.48;0
40070021;45.8;44.79;2051.38;2051.38;0
40068816;59.5;34.54;2055.13;2055.13;0
40068389;31.0;34.54;1070.74;1070.74;0
40068350;30.9;34.54;1067.29;1067.29;0
40069949;33.0;34.54;1139.82;1139.82;0
40068946;57.6;34.54;1989.5;1989.5;0
40069389;48.3;44.79;2163.36;2163.36;0
40068991;47.2;34.54;1630.29;1630.29;0
40069013;40.6;34.54;1402.32;1402.32;0
40010564;32.1;44.79;1437.76;1437.76;0
40013334;39.4;34.54;1360.88;1360.88;0
40068285;61.6;44.79;2759.06;2759.06;0
40010543;59.2;44.79;2651.57;2651.57;0
40068573;30.3;34.54;1046.56;1046.56;0
40068601;30.5;34.54;1053.47;1053.47;0
40068997;46.4;34.54;1602.66;1602.66;0
40069036;48.4;34.54;1671.74;1671.74;0
40013293;68.2;34.54;2355.63;2355.63;0
40069096;58.1;34.54;2006.77;2006.77;0
40069957;57.1;34.54;1972.23;1972.23;0
40068710;29.6;34.54;1022.38;1022.38;0
40070474;44.5;34.54;1537.03;1537.03;0
40070520;49.1;34.54;1695.91;1695.91;0
40020542;73.5;34.54;2538.69;2538.69;0
40070025;46.2;44.79;2069.3;2069.3;0
40070533;57.4;34.54;1982.6;1982.6;0
40023373;56.4;34.54;1948.06;1948.06;0
40036848;69.0;44.79;3090.51;3090.51;0
40069486;35.5;44.79;1590.05;1590.05;0
40069673;51.3;44.79;2297.73;2297.73;0
40069202;57.2;34.54;1975.69;1975.69;0
40068286;60.7;44.79;2718.75;2718.75;0
40069909;57.9;34.54;1999.87;1999.87;0
40020614;77.2;34.54;2666.49;2666.49;0
40010630;59.6;44.79;2669.48;2669.48;0
40068666;36.0;29.99;1079.64;1079.64;0
40068181;44.2;34.54;1526.67;1526.67;0
40070011;46.0;44.79;2060.34;2060.34;0
40069662;69.1;44.79;3094.99;3094.99;0
40070593;61.2;44.79;2741.15;2741.15;0
40069487;48.0;44.79;2149.92;2149.92;0
40068319;47.0;44.79;2105.13;2105.13;0
40013343;54.2;34.54;1872.07;1872.07;0
40068322;47.3;44.79;2118.57;2118.57;0
40068797;44.3;34.54;1530.12;1530.12;0
40069575;50.6;44.79;2266.37;2266.37;0
40069022;58.5;34.54;2020.59;2020.59;0
40069554;36.6;44.79;1639.31;1639.31;0
40013340;69.0;34.54;2383.26;2383.26;0
40068308;47.7;44.79;2136.48;2136.48;0
40069801;49.4;34.54;1706.28;1706.28;0
40069719;68.8;44.79;3081.55;3081.55;0
40020563;59.6;34.54;2058.58;2058.58;0
40068330;40.3;34.54;1391.96;1391.96;0
40068610;30.7;34.54;1060.38;1060.38;0
40069777;67.3;44.79;3014.37;3014.37;0
40068591;30.5;34.54;1053.47;1053.47;0
40020499;80.2;34.54;2770.11;2770.11;0
40067824;56.4;30.86;1740.5;1740.5;0
40069064;32.9;34.54;1136.37;1136.37;0
40069200;48.2;34.54;1664.83;1664.83;0
40010511;31.8;44.79;1424.32;1424.32;0
40070033;61.0;44.79;2732.19;2732.19;0
40023977;40.2;34.54;1388.51;1388.51;0
89595831;40.7;34.54;1405.78;1405.78;0
89965213;46.9;44.79;2100.65;2100.65;0
90147213;56.5;34.54;1951.51;1951.51;0
90185976;32.3;30.86;996.78;996.78;0
90218525;59.4;44.79;2660.53;2660.53;0
90265720;60.0;44.79;2687.4;2687.4;0
90645600;26.7;33.67;898.99;898.99;0
90658582;17.4;44.79;779.35;779.35;0
91070489;72.2;34.54;2493.79;2493.79;0
91112500;27.96;44.79;1252.33;1252.33;0
91112508;13.98;44.79;626.16;626.16;0
91112523;13.98;44.79;626.16;626.16;0
91197582;51.9;34.54;1792.63;1792.63;0
91273027;16.08;30.86;496.23;496.23;0
91273029;16.08;30.86;496.23;496.23;0
91273031;16.08;30.86;496.23;496.23;0
91278562;49.11;44.79;2199.64;2199.64;0
91329504;45.0;44.79;2015.55;2015.55;0
91349617;17.38;44.79;778.23;778.45;0
91509019;11.5;34.54;397.21;397.21;0
91637507;30.45;34.54;0.0;1051.74;1
40069154;33.0;34.54;1139.82;1139.82;0
40069796;43.8;34.54;1512.85;1512.85;0
40068315;47.5;44.79;2127.53;2127.53;0
40069888;49.3;34.54;1702.82;1702.82;0
40069943;33.1;34.54;1143.27;1143.27;0
40069172;57.6;34.54;1989.5;1989.5;0
40068205;44.1;34.54;1523.21;1523.21;0
40069002;44.3;34.54;1530.12;1530.12;0
40069682;69.2;44.79;3099.47;3099.47;0
40069636;37.9;44.79;1697.54;1697.54;0
40068365;39.8;34.54;1374.69;1374.69;0
40010599;58.3;44.79;2611.26;2611.26;0
40036853;69.2;44.79;3099.47;3099.47;0
40013292;67.7;34.54;2338.36;2338.36;0
40068822;31.1;34.54;1074.19;1074.19;0
40020621;49.3;34.54;1702.82;1702.82;0
40069563;68.4;44.79;3063.64;3063.64;0
40069051;31.8;34.54;1098.37;1098.37;0
40010522;59.4;44.79;2660.53;2660.53;0
40069618;68.7;44.79;3077.07;3077.07;0
40069841;32.2;34.54;1112.19;1112.19;0
40036864;52.6;44.79;2355.95;2355.95;0
40020574;56.2;34.54;1941.15;1941.15;0
40020626;37.9;34.54;1309.07;1309.07;0
40020576;63.9;34.54;2207.11;2207.11;0
40069427;59.9;44.79;2682.92;2682.92;0
40069402;48.9;44.79;2190.23;2190.23;0
40068648;36.5;29.99;1094.64;1094.64;0
40013311;53.8;34.54;1858.25;1858.25;0
40068731;47.0;34.54;1623.38;1623.38;0
40069994;47.1;44.79;2109.61;2109.61;0
40069624;67.4;44.79;3018.85;3018.85;0
40069156;49.2;34.54;1699.37;1699.37;0
40069885;32.6;34.54;1126.0;1126.0;0
40010604;32.3;44.79;1446.72;1446.72;0
40013286;38.6;34.54;1333.24;1333.24;0
40010660;59.7;44.79;2673.96;2673.96;0
40020587;63.7;34.54;2200.2;2200.2;0
40036763;19.8;30.86;611.03;611.03;0
40068693;49.4;34.54;1706.28;1706.28;0
40069956;33.0;34.54;1139.82;1139.82;0
40070502;50.6;34.54;1747.72;1747.72;0
40069792;49.0;34.54;1692.46;1692.46;0
40068180;41.1;34.54;1419.59;1419.59;0
40070473;44.5;34.54;1537.03;1537.03;0
40068825;30.6;34.54;1056.92;1056.92;0
40020608;52.6;34.54;1816.8;1816.8;0
40020503;40.2;34.54;1388.51;1388.51;0
40068616;61.76;30.86;1905.91;1905.91;0
40069227;49.1;34.54;1695.91;1695.91;0
40069207;49.0;34.54;1692.46;1692.46;0
40069495;61.4;44.79;2750.11;2750.11;0
40069742;51.5;44.79;2306.69;2306.69;0
40010510;59.2;44.79;2651.57;2651.57;0
40036895;60.2;44.79;2696.36;2696.36;0
40036786;46.6;44.79;2087.21;2087.21;0
40068599;41.2;34.54;1423.05;1423.05;0
40070037;58.3;44.79;2611.26;2611.26;0
40010580;32.2;44.79;1442.24;1442.24;0
40068356;30.9;34.54;1067.29;1067.29;0
40068386;50.3;34.54;1737.36;1737.36;0
40069911;49.0;34.54;1692.46;1692.46;0
40070499;75.6;33.67;2545.45;2545.45;0
40020555;71.9;34.54;2483.43;2483.43;0
40068190;44.5;34.54;1537.03;1537.03;0
40068783;31.0;34.54;1070.74;1070.74;0
40069667;69.2;44.79;3099.47;3099.47;0
40069707;37.5;44.79;1679.63;1679.63;0
40036861;68.8;44.79;3081.55;3081.55;0
40069483;48.0;44.79;2149.92;2149.92;0
40010606;60.1;44.79;2691.88;2691.88;0
40069552;67.8;44.79;3036.76;3036.76;0
40070064;45.4;44.79;2033.47;2033.47;0
40069168;48.9;34.54;1689.01;1689.01;0
40036844;67.0;44.79;3000.93;3000.93;0
40010625;47.3;44.79;2118.57;2118.57;0
40069459;48.7;44.79;2181.27;2181.27;0
40070505;44.2;34.54;1526.67;1526.67;0
40069458;48.2;44.79;2158.88;2158.88;0
40069040;32.9;34.54;1136.37;1136.37;0
40070054;45.9;44.79;2055.86;2055.86;0
40070069;59.6;44.79;2669.48;2669.48;0
40020518;50.8;34.54;1754.63;1754.63;0
40010627;60.0;44.79;2687.4;2687.4;0
40010497;59.4;44.79;2660.53;2660.53;0
40010489;59.0;44.79;2642.61;2642.61;0
40069606;52.9;44.79;2369.39;2369.39;0
40068634;36.4;29.99;1091.64;1091.64;0
40010628;32.4;44.79;1451.2;1451.2;0
40068391;30.8;34.54;1063.83;1063.83;0
40070548;54.1;33.67;1821.55;1821.55;0
40068752;44.6;34.54;1540.48;1540.48;0
40068721;30.6;34.54;1056.92;1056.92;0
40069138;48.5;34.54;1675.19;1675.19;0
40069857;32.5;34.54;1122.55;1122.55;0
40070456;61.9;34.54;2138.03;2138.03;0
40010512;47.4;44.79;2123.05;2123.05;0
40069772;52.7;44.79;2360.43;2360.43;0
40068801;30.6;34.54;1056.92;1056.92;0
40069750;68.3;44.79;3059.16;3059.16;0
40020562;56.5;34.54;1951.51;1951.51;0
40010556;59.4;44.79;2660.53;2660.53;0
40069085;57.9;34.54;1999.87;1999.87;0
40069106;32.6;34.54;1126.0;1126.0;0
40020531;55.5;34.54;1916.97;1916.97;0
40069228;32.2;34.54;1112.19;1112.19;0
40069239;58.7;34.54;2027.5;2027.5;0
40069625;37.5;44.79;1679.63;1679.63;0
40036838;50.9;44.79;2279.81;2279.81;0
40069982;58.3;44.79;2611.26;2611.26;0
40069789;48.9;34.54;1689.01;1689.01;0
40068826;30.8;34.54;1063.83;1063.83;0
40069870;48.9;34.54;1689.01;1689.01;0
40020595;72.7;34.54;2511.06;2511.06;0
40068999;46.6;34.54;1609.56;1609.56;0
40010479;49.0;44.79;2194.71;2194.71;0
40036831;36.9;29.99;1106.63;1106.63;0
40069023;40.8;34.54;1409.23;1409.23;0
40068790;44.7;34.54;1543.94;1543.94;0
40069057;48.1;34.54;1661.37;1661.37;0
40023398;56.3;34.54;1944.6;1944.6;0
40069900;49.2;34.54;1699.37;1699.37;0
40070046;45.8;44.79;2051.38;2051.38;0
40010672;59.8;44.79;2678.44;2678.44;0
40020547;58.5;34.54;2020.59;2020.59;0
40036794;31.0;34.54;1070.74;1070.74;0
40069150;48.6;34.54;1678.64;1678.64;0
40069189;48.7;34.54;1682.1;1682.1;0
40069628;69.7;44.79;3121.86;3121.86;0
40068944;40.7;34.54;1405.78;1405.78;0
40010493;58.9;44.79;2638.13;2638.13;0
40068819;31.0;34.54;1070.74;1070.74;0
40069602;37.5;44.79;1679.63;1679.63;0
40010632;32.5;44.79;1455.68;1455.68;0
40069620;67.1;44.79;3005.41;3005.41;0
40069844;32.5;34.54;1122.55;1122.55;0
40069862;32.4;34.54;1119.1;1119.1;0
40070580;60.5;44.79;2709.8;2709.8;0
40069767;37.7;44.79;1688.58;1688.58;0
40010500;47.8;44.79;2140.96;2140.96;0
40069700;36.4;44.79;1630.36;1630.36;0
40068734;46.4;34.54;1602.66;1602.66;0
40069765;52.7;44.79;2360.43;2360.43;0
40069829;57.7;34.54;1992.96;1992.96;0
40069814;49.2;34.54;1699.37;1699.37;0
40070026;62.1;44.79;2781.46;2781.46;0
40068543;40.5;34.54;1398.87;1398.87;0
40069784;32.9;34.54;1136.37;1136.37;0
40068272;62.0;44.79;2776.98;2776.98;0
40068349;30.8;34.54;1063.83;1063.83;0
40070067;45.6;44.79;2042.42;2042.42;0
40068936;47.6;33.67;1602.69;1602.69;0
40069205;57.9;34.54;1999.87;1999.87;0
40068651;36.0;29.99;1079.64;1079.64;0
40068186;30.8;34.54;1063.83;1063.83;0
40068552;40.4;34.54;1395.42;1395.42;0
40068960;57.8;34.54;1996.41;1996.41;0
40010656;59.5;44.79;2665.01;2665.01;0
40010513;59.8;44.79;2678.44;2678.44;0
40068649;36.1;29.99;1082.64;1082.64;0
40068720;62.3;34.54;2151.84;2151.84;0
40069465;60.9;44.79;2727.71;2727.71;0
40069733;37.3;44.79;1670.67;1670.67;0
40069225;32.2;34.54;1112.19;1112.19;0
40070516;56.6;34.54;1954.96;1954.96;0
40068204;54.4;34.54;1878.98;1878.98;0
40069915;57.4;34.54;1982.6;1982.6;0
40068713;30.1;34.54;1039.65;1039.65;0
40069449;48.0;44.79;2149.92;2149.92;0
40069043;56.7;34.54;1958.42;1958.42;0
40068609;40.5;34.54;1398.87;1398.87;0
40069600;52.7;44.79;2360.43;2360.43;0
40020505;50.8;34.54;1754.63;1754.63;0
40069579;67.1;44.79;3005.41;3005.41;0
40010474;69.5;44.79;3112.91;3112.91;0
40010486;44.6;44.79;1997.63;1997.63;0
40010678;68.5;44.79;3068.12;3068.12;0
40013312;68.3;34.54;2359.08;2359.08;0
40068575;29.9;34.54;1032.75;1032.75;0
40068667;36.8;29.99;1103.63;1103.63;0
40010664;59.8;44.79;2678.44;2678.44;0
40069776;69.4;44.79;3108.43;3108.43;0
40068961;44.4;34.54;1533.58;1533.58;0
40010481;44.4;44.79;1988.68;1988.68;0
40013349;67.5;34.54;2331.45;2331.45;0
40069588;36.1;44.79;1616.92;1616.92;0
40069818;32.7;34.54;1129.46;1129.46;0
40068585;30.3;34.54;1046.56;1046.56;0
40068764;39.1;34.54;1350.51;1350.51;0
40069925;32.9;34.54;1136.37;1136.37;0
40013279;53.0;34.54;1830.62;1830.62;0
40020564;73.1;34.54;2524.87;2524.87;0
40069675;68.8;44.79;3081.55;3081.55;0
40068207;44.3;34.54;1530.12;1530.12;0
40013324;68.9;34.54;2379.81;2379.81;0
40069920;48.4;34.54;1671.74;1671.74;0
40068967;46.7;34.54;1613.02;1613.02;0
40069198;32.3;34.54;1115.64;1115.64;0
40068600;30.3;34.54;1046.56;1046.56;0
40010581;47.0;44.79;2105.13;2105.13;0
40069890;32.5;34.54;1122.55;1122.55;0
40070441;69.5;44.79;3112.91;3112.91;0
40010589;47.2;44.79;2114.09;2114.09;0
40068134;96.8;30.86;2987.25;2987.25;0
40068718;61.6;34.54;2127.66;2127.66;0
40069071;58.1;34.54;2006.77;2006.77;0
40068725;61.7;34.54;2131.12;2131.12;0
40068302;59.8;44.79;2678.44;2678.44;0
40020639;76.2;34.54;2631.95;2631.95;0
40069460;60.1;44.79;2691.88;2691.88;0
40069485;75.1;44.79;3363.73;3363.73;0
40013326;38.9;34.54;1343.61;1343.61;0
40013287;53.9;34.54;1861.71;1861.71;0
40069028;40.0;34.54;1381.6;1381.6;0
40068613;39.9;34.54;1378.15;1378.15;0
40069988;44.7;44.79;2002.11;2002.11;0
40069557;68.2;44.79;3054.68;3054.68;0
40010647;59.2;44.79;2651.57;2651.57;0
40068560;29.9;34.54;1032.75;1032.75;0
40069161;58.1;34.54;2006.77;2006.77;0
40068747;46.7;34.54;1613.02;1613.02;0
40069008;44.2;34.54;1526.67;1526.67;0
40013296;52.3;34.54;1806.44;1806.44;0
40068335;30.9;34.54;1067.29;1067.29;0
40013303;53.8;34.54;1858.25;1858.25;0
40069894;57.8;34.54;1996.41;1996.41;0
40069985;44.3;44.79;1984.2;1984.2;0
40070469;59.5;34.54;2055.13;2055.13;0
40069623;68.9;44.79;3086.03;3086.03;0
40069384;59.1;44.79;2647.09;2647.09;0
40069990;58.3;44.79;2611.26;2611.26;0
40020618;75.0;34.54;2590.5;2590.5;0
40068942;31.5;33.67;1060.61;1060.61;0
40069755;52.7;44.79;2360.43;2360.43;0
40036826;49.9;34.54;1723.55;1723.55;0
40068729;44.4;34.54;1533.58;1533.58;0
40020622;52.2;34.54;1802.99;1802.99;0
40069429;48.7;44.79;2181.27;2181.27;0
40013306;38.8;34.54;1340.15;1340.15;0
40068576;29.8;34.54;1029.29;1029.29;0
40068320;48.5;44.79;2172.32;2172.32;0
40036758;80.6;30.86;2487.32;2487.32;0
40023404;37.8;34.54;1305.61;1305.61;0
40070044;59.1;44.79;2647.09;2647.09;0
40069203;32.6;34.54;1126.0;1126.0;0
40069854;32.4;34.54;1119.1;1119.1;0
40070467;31.0;34.54;1070.74;1070.74;0
40068584;30.9;34.54;1067.29;1067.29;0
40010669;32.2;44.79;1442.24;1442.24;0
40070045;46.3;44.79;2073.78;2073.78;0
40069076;32.1;34.54;1108.73;1108.73;0
40069452;60.4;44.79;2705.32;2705.32;0
40067816;57.0;30.86;1759.02;1759.02;0
40068127;24.94;30.86;769.65;769.65;0
40068128;30.1;30.86;928.89;928.89;0
40068126;30.96;30.86;955.43;955.43;0
40069692;37.5;44.79;1679.63;1679.63;0
40010651;59.7;44.79;2673.96;2673.96;0
40068556;40.6;34.54;1402.32;1402.32;0
40068758;57.7;34.54;1992.96;1992.96;0
40069149;57.8;34.54;1996.41;1996.41;0
40069217;49.0;34.54;1692.46;1692.46;0
40069399;48.7;44.79;2181.27;2181.27;0
40069762;52.7;44.79;2360.43;2360.43;0
40069786;48.8;34.54;1685.55;1685.55;0
40069162;32.6;34.54;1126.0;1126.0;0
40068744;46.3;34.54;1599.2;1599.2;0
40020572;26.1;34.54;901.49;901.49;0
40036886;49.2;34.54;1699.37;1699.37;0
40010623;59.4;44.79;2660.53;2660.53;0
40069821;32.8;34.54;1132.91;1132.91;0
40069720;37.5;44.79;1679.63;1679.63;0
40020599;73.1;34.54;2524.87;2524.87;0
40068305;60.2;44.79;2696.36;2696.36;0
40069875;48.7;34.54;1682.1;1682.1;0
40020592;57.2;34.54;1975.69;1975.69;0
40069137;33.0;34.54;1139.82;1139.82;0
40069160;33.0;34.54;1139.82;1139.82;0
40069194;57.1;34.54;1972.23;1972.23;0
40068602;50.4;34.54;1740.82;1740.82;0
40036881;47.8;34.54;1651.01;1651.01;0
40068567;30.3;34.54;1046.56;1046.56;0
40068934;45.5;33.67;1531.99;1531.99;0
40068631;35.8;29.99;1073.64;1073.64;0
40068193;54.0;34.54;1865.16;1865.16;0
40010601;47.3;44.79;2118.57;2118.57;0
40068130;79.2;30.86;2444.11;2444.11;0
40068385;30.4;34.54;1050.02;1050.02;0
40069126;57.2;34.54;1975.69;1975.69;0
40069220;32.5;34.54;1122.55;1122.55;0
40069651;37.9;44.79;1697.54;1697.54;0
40069803;31.9;34.54;1101.83;1101.83;0
40069630;52.0;44.79;2329.08;2329.08;0
40069980;46.1;44.79;2064.82;2064.82;0
40068288;48.2;44.79;2158.88;2158.88;0
40068971;61.8;34.54;2134.57;2134.57;0
40070524;32.9;34.54;1136.37;1136.37;0
40068812;47.2;34.54;1630.29;1630.29;0
40069047;57.1;34.54;1972.23;1972.23;0
40070039;47.1;44.79;2109.61;2109.61;0
40020601;56.5;34.54;1951.51;1951.51;0
40010646;47.6;44.79;2132.0;2132.0;0
40069070;32.6;34.54;1126.0;1126.0;0
40070540;48.8;34.54;1685.55;1685.55;0
40013348;67.9;34.54;2345.27;2345.27;0
40036856;68.8;44.79;3081.55;3081.55;0
40069712;52.2;44.79;2338.04;2338.04;0
40068209;30.8;34.54;1063.83;1063.83;0
40036869;13.98;44.79;626.16;626.16;0
40069006;44.1;34.54;1523.21;1523.21;0
40069158;57.9;34.54;1999.87;1999.87;0
40068396;30.6;34.54;1056.92;1056.92;0
40069780;48.8;34.54;1685.55;1685.55;0
40069946;32.6;34.54;1126.0;1126.0;0
40070020;60.6;44.79;2714.27;2714.27;0
40036796;40.4;34.54;1395.42;1395.42;0
40069746;52.7;44.79;2360.43;2360.43;0
40020630;84.1;34.54;2904.81;2904.81;0
40069822;57.5;34.54;1986.05;1986.05;0
40069807;48.5;34.54;1675.19;1675.19;0
40068194;44.3;34.54;1530.12;1530.12;0
40069021;40.2;34.54;1388.51;1388.51;0
40069501;35.5;44.79;1590.05;1590.05;0
40069097;32.2;34.54;1112.19;1112.19;0
40069147;48.7;34.54;1682.1;1682.1;0
40068578;40.2;34.54;1388.51;1388.51;0
40010605;47.4;44.79;2123.05;2123.05;0
40010652;62.4;44.79;2794.9;2794.9;0
40069498;47.7;44.79;2136.48;2136.48;0
40068998;43.5;34.54;1502.49;1502.49;0
40013325;69.1;34.54;2386.71;2386.71;0
40068814;31.0;34.54;1070.74;1070.74;0
40069397;61.9;44.79;2772.5;2772.5;0
40010626;59.7;44.79;2673.96;2673.96;0
40036860;68.8;44.79;3081.55;3081.55;0
40013294;38.7;34.54;1336.7;1336.7;0
40020549;58.7;34.54;2027.5;2027.5;0
40069221;48.9;34.54;1689.01;1689.01;0
40068306;59.4;44.79;2660.53;2660.53;0
40069216;48.3;34.54;1668.28;1668.28;0
40068969;61.6;34.54;2127.66;2127.66;0
40020567;59.1;34.54;2041.31;2041.31;0
40069420;62.0;44.79;2776.98;2776.98;0
40069543;36.0;44.79;1612.44;1612.44;0
40069965;32.8;34.54;1132.91;1132.91;0
40069594;67.0;44.79;3000.93;3000.93;0
40068644;36.3;29.99;1088.64;1088.64;0
40068742;44.8;34.54;1547.39;1547.39;0
40068279;61.0;44.79;2732.19;2732.19;0
40070018;46.2;44.79;2069.3;2069.3;0
40068596;30.3;34.54;1046.56;1046.56;0
40010528;32.2;44.79;1442.24;1442.24;0
40010593;46.9;44.79;2100.65;2100.65;0
40010532;32.2;44.79;1442.24;1442.24;0
40068380;30.7;34.54;1060.38;1060.38;0
40036867;36.9;44.79;1652.75;1652.75;0
40070056;59.9;44.79;2682.92;2682.92;0
40036899;46.8;44.79;2096.17;2096.17;0
40069453;60.4;44.79;2705.32;2705.32;0
40069056;32.3;34.54;1115.64;1115.64;0
40068361;30.8;34.54;1063.83;1063.83;0
40069998;46.5;44.79;2082.74;2082.74;0
40013335;54.2;34.54;1872.07;1872.07;0
40069933;33.6;34.54;1160.54;1160.54;0
40069050;56.7;34.54;1958.42;1958.42;0
40013347;54.2;34.54;1872.07;1872.07;0
40069030;48.3;34.54;1668.28;1668.28;0
40069648;52.5;44.79;2351.48;2351.48;0
40068974;29.8;34.54;1029.29;1029.29;0
40068182;42.3;34.54;1461.04;1461.04;0
40069470;48.0;44.79;2149.92;2149.92;0
40013341;68.3;34.54;2359.08;2359.08;0
40069945;57.9;34.54;1999.87;1999.87;0
40069015;40.7;34.54;1405.78;1405.78;0
40010681;32.6;44.79;1460.15;1460.15;0
40069084;49.2;34.54;1699.37;1699.37;0
40069595;67.0;44.79;3000.93;3000.93;0
40020597;56.9;34.54;1965.33;1965.33;0
40036901;48.6;44.79;2176.79;2176.79;0
40010670;68.3;44.79;3059.16;3059.16;0
40010658;66.3;44.79;2969.58;2969.58;0
40069669;38.6;44.79;1728.89;1728.89;0
40068347;30.5;34.54;1053.47;1053.47;0
40070578;60.4;44.79;2705.32;2705.32;0
40070527;47.3;34.54;1633.74;1633.74;0
40069713;68.7;44.79;3077.07;3077.07;0
40023377;56.4;34.54;1948.06;1948.06;0
40069430;59.8;44.79;2678.44;2678.44;0
40069799;57.9;34.54;1999.87;1999.87;0
40020559;59.0;34.54;2037.86;2037.86;0
40036823;40.0;34.54;1381.6;1381.6;0
40068604;30.7;34.54;1060.38;1060.38;0
40068824;59.1;34.54;2041.31;2041.31;0
40069616;51.5;44.79;2306.69;2306.69;0
40010638;59.5;44.79;2665.01;2665.01;0
40068652;36.1;29.99;1082.64;1082.64;0
40069215;32.6;34.54;1126.0;1126.0;0
40069494;47.3;44.79;2118.57;2118.57;0
40068554;40.6;34.54;1402.32;1402.32;0
40069068;58.1;34.54;2006.77;2006.77;0
40010475;47.2;44.79;2114.09;2114.09;0
40069972;48.3;34.54;1668.28;1668.28;0
40067817;75.9;30.86;2342.27;2342.27;0
40069842;57.9;34.54;1999.87;1999.87;0
40068275;60.1;44.79;2691.88;2691.88;0
40068817;30.4;34.54;1050.02;1050.02;0
40070032;58.6;44.79;2624.69;2624.69;0
40070551;43.6;33.67;1468.01;1468.01;0
40068770;39.2;34.54;1353.97;1353.97;0
40070023;63.3;44.79;2835.21;2835.21;0
40069387;60.8;44.79;2723.23;2723.23;0
40010520;46.5;44.79;2082.74;2082.74;0
40069661;67.0;44.79;3000.93;3000.93;0
40068397;30.7;34.54;1060.38;1060.38;0
40068220;31.0;34.54;1070.74;1070.74;0
40069947;49.3;34.54;1702.82;1702.82;0
40068748;44.3;34.54;1530.12;1530.12;0
40069393;60.8;44.79;2723.23;2723.23;0
40068551;40.1;34.54;1385.05;1385.05;0
40068810;41.8;34.54;1443.77;1443.77;0
40069504;46.7;44.79;2091.69;2091.69;0
40070457;44.2;34.54;1526.67;1526.67;0
40010492;47.3;44.79;2118.57;2118.57;0
40068132;31.7;30.86;978.26;978.26;0
40068694;30.2;34.54;1043.11;1043.11;0
40020557;58.4;34.54;2017.14;2017.14;0
40068185;43.0;34.54;1485.22;1485.22;0
40070013;60.3;44.79;2700.84;2700.84;0
40068564;30.2;34.54;1043.11;1043.11;0
40070539;57.6;34.54;1989.5;1989.5;0
40013281;67.9;34.54;2345.27;2345.27;0
40069505;60.9;44.79;2727.71;2727.71;0
40068661;36.2;29.99;1085.64;1085.64;0
40068662;7.24;29.99;217.13;217.13;0
40068344;40.9;34.54;1412.69;1412.69;0
40036822;30.5;34.54;1053.47;1053.47;0
40036792;40.2;34.54;1388.51;1388.51;0
40068387;41.1;34.54;1419.59;1419.59;0
40069489;75.2;44.79;3368.21;3368.21;0
40069728;68.2;44.79;3054.68;3054.68;0
40069903;49.1;34.54;1695.91;1695.91;0
40068803;45.1;34.54;1557.75;1557.75;0
40070560;53.7;33.67;1808.08;1808.08;0
40068293;47.1;44.79;2109.61;2109.61;0
40020641;82.1;34.54;2835.73;2835.73;0
40069955;57.0;34.54;1968.78;1968.78;0
40010518;59.0;44.79;2642.61;2642.61;0
40013345;69.0;34.54;2383.26;2383.26;0
40020594;57.2;34.54;1975.69;1975.69;0
40069398;48.9;44.79;2190.23;2190.23;0
40068606;30.6;34.54;1056.92;1056.92;0
40069725;69.0;44.79;3090.51;3090.51;0
40020516;74.8;34.54;2583.59;2583.59;0
40070444;59.6;44.79;2669.48;2669.48;0
40013276;52.8;34.54;1823.71;1823.71;0
40069721;52.1;44.79;2333.56;2333.56;0
40010640;58.7;44.79;2629.17;2629.17;0
40068290;60.2;44.79;2696.36;2696.36;0
40068291;5.47;44.79;245.0;245.0;0
40069954;33.0;34.54;1139.82;1139.82;0
40010552;32.2;44.79;1442.24;1442.24;0
40068823;31.3;34.54;1081.1;1081.1;0
40036839;67.7;44.79;3032.28;3032.28;0
40013288;68.1;34.54;2352.17;2352.17;0
40069119;48.0;34.54;1657.92;1657.92;0
40069659;38.0;44.79;1702.02;1702.02;0
40069895;32.2;34.54;1112.19;1112.19;0
40069763;69.3;44.79;3103.95;3103.95;0
40010557;46.8;44.79;2096.17;2096.17;0
40070443;59.4;44.79;2660.53;2660.53;0
40068792;42.1;34.54;1454.13;1454.13;0
40070062;59.8;44.79;2678.44;2678.44;0
40068393;50.8;34.54;1754.63;1754.63;0
40068789;46.8;34.54;1616.47;1616.47;0
40010495;68.2;44.79;3054.68;3054.68;0
40020522;55.1;34.54;1903.15;1903.15;0
40068199;42.6;34.54;1471.4;1471.4;0
40069124;57.0;34.54;1968.78;1968.78;0
40069783;49.0;34.54;1692.46;1692.46;0
40070452;40.3;34.54;1391.96;1391.96;0
40036889;57.7;34.54;1992.96;1992.96;0
40069481;74.8;44.79;3350.29;3350.29;0
40068294;60.0;44.79;2687.4;2687.4;0
40069567;51.2;44.79;2293.25;2293.25;0
